Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
48,_______,28420.92,2355.41,2,5,4,4,Mortgage Loan,9,11,-1.45,3,Good,433.44,37.5378474,23,No,86.15357285,226.5208262,Low_spent_Medium_value_payments,202.8666009,1
40,Musician,17844.81,1309.0675,6,5,23,6,Credit-Builder Loan,20,17,27.47,7,Poor,3962.26,31.65398714,7,Yes,54.95751568,112.1126313,Low_spent_Small_value_payments,253.836603,0
24,Musician,152947.12,12772.59333,1,3,2,1,Auto Loan,15,1,1.76,3,Good,1227.12,39.34284343,40,No,75.19482963,788.2650467,Low_spent_Large_value_payments,683.799457,1
36,Media_Manager,47458.54,3860.878333,3,3,8,4,Personal Loan,5,14,7.6,6,Poor,566.05,34.77234583,6,NM,127.7286475,75.86919888,High_spent_Small_value_payments,442.4899869,1
18,Teacher,29258.69,2737.224167,7,7,12,7,Mortgage Loan,30,9,8.37,7,Standard,1285.35,29.35935856,17,Yes,164.0814713,169.9807711,High_spent_Small_value_payments,199.6601742,1
24,Scientist,32669.33,2850.444167,3,4,7,1,Personal Loan,15,14,1.7,2,Standard,154.63,35.73771943,19,No,16.36698149,36.09838183,High_spent_Large_value_payments,472.5790533,1
19,Doctor,21153.98,1520.831667,6,,8,3,Auto Loan,11,15,8.6,0,Standard,951.68,29.92437563,32,Yes,30.94777511,96.74909359,Low_spent_Medium_value_payments,304.386298,1
51,Teacher,39057.08,3502.756667,0,5,10,4,Auto Loan,7,2,4.99,4,Good,359.21,34.69349846,34,No,108.1196752,10000,Low_spent_Small_value_payments,355.5545007,1
25,Accountant,41360.3,3424.691667,3,7,12,1,Student Loan,12,10,9.31,,Poor,254.29,25.71574113,21,No,33.64768787,10000,High_spent_Small_value_payments,398.077586,0
44,Accountant,92561.2,7987.433333,8,3,15,3,Student Loan,23,9,11.71,3,Standard,267.55,37.93789147,18,Yes,189.3057444,301.0836954,Low_spent_Large_value_payments,578.3538935,1
31,Teacher,19077.25,1450.770833,10,8,28,6,Mortgage Loan,56,19,6.6,11,Poor,3851.38,40.63275999,15,Yes,55.95887168,10000,Low_spent_Small_value_payments,292.2267184,0
54,Media_Manager,5762744,2133.1325,1,3,1,3,Payday Loan,13,10,-0.56,4,Good,151.29,34.76969244,27,No,54.99993831,74.63603235,High_spent_Small_value_payments,343.6772793,1
36,Scientist,148729.12,12557.09333,2,5,2,3,Auto Loan,4,12,10.48,0,Good,130.56,34.41331567,28,No,198.496377,530.8409782,High_spent_Small_value_payments,786.3719782,1
31,Scientist,58765.53,5048.1275,6,6,27,7,Student Loan,56,24,3.16,9,Poor,1975.55,38.44924991,11,Yes,178.6369244,10000,High_spent_Medium_value_payments,407.0129656,0
41,Lawyer,22125.96,1632.83,2,4,12,4,Student Loan,15,5,0.69,2,Poor,828.16,34.79347937,30,No,66.2101143,22.5943585,High_spent_Medium_value_payments,324.4785272,1
14,Doctor,20986.84,1846.903333,9,10,17,3,Debt Consolidation Loan,32,16,19.35,10,Poor,1917.48,39.25759941,18,Yes,49.83825004,46.04036019,High_spent_Medium_value_payments,338.8117231,0
29,Musician,17943.38,1630.281667,8,10,22,2,Student Loan,6,20,23.64,9,Poor,1961.87,32.07059941,12,NM,20.60933525,41.17473025,Low_spent_Large_value_payments,371.2441012,0
39,Teacher,41771.88,3337.99,3,6,22,2,Credit-Builder Loan,20,12,7.94,4,Standard,2236,38.82424253,11,Yes,58.64897434,299.8614498,Low_spent_Large_value_payments,245.2885758,0
24,Entrepreneur,14539.01,1077.584167,8,8,18,7,Mortgage Loan,36,25,6.16,8,Poor,2685.69,34.92601664,12,Yes,49.32087345,49.45347327,High_spent_Small_value_payments,268.9840699,0
41,_______,56270.46,4836.205,6,3,16,2,Student Loan,14,18,15.45,8,Standard,1570.56,30.28758804,16,NM,79.63089871,86.44702514,High_spent_Large_value_payments,557.5425762,1
18,Musician,17560.74,1244.395,10,6,15,3,Student Loan,38,16,8.71,7,Poor,2307.3,28.27535589,17,Yes,35.13564075,107.2357263,Low_spent_Small_value_payments,272.0681329,0
34,Writer,9999.42,888.285,8,6,14,3,Credit-Builder Loan,9,12,1.56,2,Standard,153.12,30.55782461,35,No,21.635164,112.3399803,Low_spent_Small_value_payments,244.8533557,1
46,Accountant,22407.57,1677.2975,8,3,13,1,Personal Loan,8,11,6.65,4,Standard,359.41,29.62313775,32,No,9.406579838,111.4724085,Low_spent_Small_value_payments,336.8507616,1
27,Lawyer,38493.68,3060.806667,4,4,15,2,Personal Loan,22,20,15.03,4,Standard,2489.75,28.36109011,7,Yes,36.46477122,154.6816632,Low_spent_Small_value_payments,404.9342322,1
27,Musician,64425.78,5254.815,1,3,8,4,Debt Consolidation Loan,9,9,2.69,0,Poor,711.1,25.36626736,26,No,165.5650526,120.38305,High_spent_Large_value_payments,479.5333973,0
35,Doctor,147048.8,12299.06667,0,1,10,1,Payday Loan,8,7,3.14,1,Poor,1205.32,44.06962033,34,NM,77.93148847,219.2181414,High_spent_Large_value_payments,1172.757037,1
51,Media_Manager,21662.395,1616.199583,3,5,1,1,Student Loan,10,8,1.27,1,Good,646.77,35.23724185,24,No,12.84127202,106.8125319,Low_spent_Small_value_payments,331.9661544,0
19,Teacher,125854.12,10583.84333,6,4,12,3,Student Loan,10,11,2.69,2,Standard,1278.59,33.21801731,27,Yes,171.7727582,211.1178794,!@9#%8,915.4936958,1
14,Entrepreneur,64815.64,5627.303333,9,6,28,9,Mortgage Loan,55,18,25.79,11,Poor,2530.78,35.09962895,10,Yes,356.697459,186.4930419,High_spent_Medium_value_payments,269.5398324,0
32,Manager,94609.02,7861.085,7,7,7,1,Mortgage Loan,17,9,19.07,6,Standard,707.52,41.44719457,29,Yes,52.85799616,200.8837205,High_spent_Large_value_payments,772.3667833,1
14,Writer,18884552,1041.473333,8,8,30,8,Mortgage Loan,22,20,17.32,9,Poor,3017.34,39.25359729,8,Yes,34.06393465,60.74418695,Low_spent_Small_value_payments,299.3392117,1
38,Mechanic,33002.23,2485.185833,5,2,1,2,Credit-Builder Loan,5,3,10.71,3,Good,1369.63,23.51946645,17,No,42.19644173,253.8805014,Low_spent_Small_value_payments,242.4416402,1
24,Engineer,15875.55,1492.9625,6,7,18,7,Student Loan,62,13,10.1,8,Standard,2465.73,38.64240651,10,Yes,89.76562703,67.71519987,Low_spent_Small_value_payments,281.8154231,0
23,Accountant,38049.96,3132.83,7,8,28,8,Mortgage Loan,39,17,2.07,7,Poor,3143.12,27.46061264,10,Yes,175.1553165,10000,High_spent_Small_value_payments,287.493576,0
27,_______,21060.63,1484.0525,5,6,20,4,Student Loan,21,9,10.73,2,Standard,1072.32,35.42958054,18,No,42.82585436,199.9359764,Low_spent_Small_value_payments,195.6434192,1
46,_______,122658.64,10020.55333,8,3,14,2,Debt Consolidation Loan,30,10,11.98,2,Standard,210.65,28.99289783,31,No,155.4101407,244.3017683,High_spent_Large_value_payments,842.3434243,1
35,Entrepreneur,8308.13,916.3441667,10,9,20,7,Auto Loan,27,13,24.96,8,Standard,2683.29,40.65924852,23,Yes,27.60032415,33.66843982,Low_spent_Large_value_payments,300.3656527,0
46,Doctor,31501.87,2482.155833,5,3,16,2,Personal Loan,23,17,15.25,3,Standard,333.02,37.89243467,37,Yes,37.42615839,161.6982238,Low_spent_Medium_value_payments,329.0912011,1
37,Engineer,10189.235,557.1029167,7,3,25,7,Mortgage Loan,10,17,11.77,7,Standard,1381.87,29.62986229,19,Yes,33.10397924,30.47169651,Low_spent_Medium_value_payments,272.1346159,1
41,Scientist,45675,3635.25,8,5,28,7,Mortgage Loan,14,13,10.51,8,Standard,1771.8,31.37833318,5,Yes,134.2702558,242.8450878,High_spent_Small_value_payments,246.4096563,0
17,Developer,35662.88,2696.906667,8,3,34,4,Mortgage Loan,19,16,18.19,10,Standard,2391.98,26.66248105,25,Yes,60.78774439,344.2498403,Low_spent_Small_value_payments,154.653082,0
20,Accountant,8373.24,429.77,6,8,27,6,Mortgage Loan,40,14,17.19,9,Poor,3625.47,38.00752709,5,Yes,29.54021748,56.28419736,Low_spent_Small_value_payments,247.1525852,0
29,Architect,32842.44,2905.87,5,3,5,3,Debt Consolidation Loan,21,12,15.08,3,Standard,1399.25,26.59113083,39,Yes,48.04155063,126.0621818,Low_spent_Large_value_payments,386.4832675,1
22,Manager,9155.455,470.9545833,6,7,24,5,Mortgage Loan,32,20,27.14,9,Poor,3914.45,40.04885328,11,Yes,24.30024577,0,High_spent_Small_value_payments,273.3101783,1
30,Architect,40115.26,3263.938333,8,4,,4,Student Loan,12,18,16.45,8,Standard,28.98,36.80043289,23,Yes,82.27202771,166.4430923,Low_spent_Large_value_payments,347.6787133,1
43,Journalist,35871.7,3131.308333,3,6,6,7,Personal Loan,17,3,7.87,0,Good,176.96,37.71419032,31,No,24.57464246,115.4838698,Low_spent_Small_value_payments,463.072321,0
26,Accountant,28582.04,2103.836667,2,5,10,3,Mortgage Loan,4,1,6.81,0,Good,299.8,31.40906314,22,No,41.46045538,36.042546,High_spent_Medium_value_payments,382.8806653,1
16,Accountant,19895.9,1384.991667,5,9,34,5,Mortgage Loan,32,15,19.44,6,Standard,2600.04,36.36896778,18,Yes,66.38843413,172.2128307,Low_spent_Small_value_payments,189.8979018,0
24,Doctor,8204.11,816.6758333,6,7,20,9,Mortgage Loan,44,15,4.64,8,Poor,2359.92,33.73442647,19,Yes,57.8713155,100.0096667,Low_spent_Small_value_payments,213.7866011,0
43,Media_Manager,45033.54,3860.795,5,6,21,2,Mortgage Loan,22,18,16.15,6,Standard,2381.98,41.30522964,18,Yes,57.85260773,138.1001959,High_spent_Medium_value_payments,440.1266964,0
24,Journalist,17613.49,1607.790833,8,6,25,8,Student Loan,21,17,16.15,10,Poor,4723.28,29.7324164,4,Yes,67.77605754,53.94594831,High_spent_Medium_value_payments,289.0570775,0
25,Journalist,52454.79,4130.2325,8,6,24,7,Student Loan,25,25,1.77,11,Poor,2429.89,32.38599166,8,Yes,273.5606473,98.10249797,High_spent_Large_value_payments,281.3601047,0
21,Accountant,43062.54,3607.545,6,10,23,2,Mortgage Loan,55,,24.05,9,Standard,2169.75,31.34601146,22,Yes,47.49981874,40.14416108,High_spent_Medium_value_payments,523.1105202,0
24,Developer,84127.96,6919.663333,5,4,8,4,Auto Loan,22,14,9.81,0,Standard,1383.41,29.96664595,25,Yes,176.4974326,10000,!@9#%8,450.162108,1
35,Musician,14390.16,1000.18,9,10,26,2,Auto Loan,34,19,2.51,12,Poor,1327.91,31.01377299,19,Yes,18.29421183,88.21618605,Low_spent_Medium_value_payments,273.5076021,0
53,Journalist,35812.34,3124.361667,7,7,10,4,Auto Loan,29,,4.62,0,Poor,367.46,30.14814337,34,No,64.49951867,80.09045968,High_spent_Large_value_payments,407.8461883,1
23,Scientist,138395,11619.91667,4,5,15,1,Personal Loan,7,12,15.38,8,Standard,596.86,38.64878629,9,Yes,103.5683594,510.4880485,High_spent_Small_value_payments,807.9352588,1
31,Teacher,106928.84,9110.736667,5,3,13,4,Mortgage Loan,18,13,9.88,8,Poor,619.74,33.21904451,24,Yes,240.733237,82.14657762,High_spent_Large_value_payments,828.1938521,1
49,Developer,21623.465,1776.955417,2,4,10,2,Student Loan,8,11,10.65,3,Poor,569.26,31.62953208,20,No,34.33589952,93.09699025,Low_spent_Large_value_payments,320.2626519,1
18,Musician,35416.64,3091.386667,8,4,7,1,Payday Loan,25,17,11.18,4,Good,671.17,31.14017321,21,No,27.63153461,76.15792359,High_spent_Medium_value_payments,455.3492085,1
49,Doctor,88744.9,7180.408333,3,3,6,1,Auto Loan,12,11,0.97,3,Good,301.42,43.47733661,30,No,40.58738628,105.5371538,High_spent_Medium_value_payments,821.9162932,1
55,Journalist,88799.78,7265.981667,5,3,7,3,Credit-Builder Loan,6,10,3.2,1,Good,1061.82,24.13725947,27,No,220.1859312,474.0115819,High_spent_Small_value_payments,292.4006536,1
36,Musician,58604.32,4788.693333,7,7,18,6,Auto Loan,42,21,8.75,11,Poor,1887.32,28.41441856,26,Yes,197.4251427,246.1114758,High_spent_Small_value_payments,295.3327149,0
41,Musician,60986.49,5017.2075,6,6,,7,Auto Loan,9,18,7.67,8,Standard,760.99,39.98529486,21,Yes,31.92412988,468.3145506,Low_spent_Small_value_payments,291.4820695,1
40,Scientist,19181.27,1470.439167,10,7,29,8,Auto Loan,43,22,8.6,9,Poor,2404,31.40016791,16,NM,117.5297547,71.25056275,High_spent_Small_value_payments,218.2635992,0
46,Entrepreneur,70256.94,5888.745,1,4,6,1,Debt Consolidation Loan,24,2,5.09,1,Good,859.38,25.36783011,25,No,38.07247761,244.7762872,Low_spent_Small_value_payments,596.0257352,0
43,Lawyer,29170.78,2588.898333,0,6,8,2,Auto Loan,12,9,7.39,0,Good,1181.13,39.04137897,25,No,32.50185774,209.5752302,!@9#%8,306.8127454,1
18,Lawyer,9635.555,1034.962917,10,8,23,7,Student Loan,47,23,15.28,12,Poor,4795.81,25.58809258,5,Yes,55.98005789,76.0948261,Low_spent_Medium_value_payments,251.4214077,0
27,Lawyer,11654.425,945.2020833,3,4,8,1,Student Loan,9,13,6.98,0,Standard,1154.58,35.76657056,24,Yes,8.99650234,60.59876094,High_spent_Small_value_payments,284.9249451,1
28,Developer,179193.76,14867.81333,5,3,8,1,Debt Consolidation Loan,1,2,6.85,3,Good,449.65,48.1765989,24,No,83.4172915,233.5052744,High_spent_Large_value_payments,1409.858767,1
54,Accountant,150755.48,12764.95667,4,4,7,4,Student Loan,13,4,2.54,2,Good,559.23,25.9344833,36,No,470.4072553,679.8512881,Low_spent_Large_value_payments,396.2371232,1
23,Teacher,90216.75,7487.0625,4,2,12,1,Payday Loan,10,10,2.81,2,Poor,9.35,28.45905328,22,NM,37.7603709,63.30997954,High_spent_Large_value_payments,887.6358996,1
46,Entrepreneur,36665.05,2911.420833,1,2,9,1,Personal Loan,13,8,11.34,1,Good,1365.41,35.13789707,24,No,15.80562653,81.74860278,High_spent_Medium_value_payments,443.587854,1
35,Doctor,17247.71,1508.309167,6,7,20,5,Mortgage Loan,23,19,32.67,8,Poor,4596.48,34.28790062,15,NM,64.55412661,56.73476811,Low_spent_Small_value_payments,319.5420219,0
35,Journalist,21945.825,1979.81875,2,6,2,4,Debt Consolidation Loan,6,4,7.57,3,Poor,202.68,31.14263019,26,No,63.32455347,29.76797951,High_spent_Large_value_payments,344.889342,1
40,Lawyer,28278.99,2293.5825,8,7,16,1,Home Equity Loan,14,10,8.97,0,Standard,796.54,40.90866114,29,NM,12.70016251,50.00989587,High_spent_Medium_value_payments,416.6481916,1
39,Musician,17815.585,1427.632083,8,6,18,1,Home Equity Loan,25,14,14.18,5,Standard,982.63,39.78742285,34,Yes,13.34655179,81.95714358,Low_spent_Large_value_payments,317.459513,1
48,Entrepreneur,27109.79,2224.149167,3,5,15,3,Mortgage Loan,26,12,9.26,1,Standard,320.07,27.43291117,17,No,43.37870835,130.4961564,High_spent_Small_value_payments,308.5400519,1
17,Writer,67104.12,5829.01,9,9,19,5,Student Loan,26,27,21.54,6,Poor,4635.75,35.02228647,3,Yes,265.0221602,76.54870758,High_spent_Medium_value_payments,491.3301322,0
21,Lawyer,38165.06,3273.421667,4,3,6,1,Auto Loan,7,7,8.91,4,Good,1109.1,25.32119997,23,No,17.4369884,23.13487624,High_spent_Large_value_payments,526.770302,1
52,_______,11421.51,1030.7925,,3,14,3,Student Loan,16,19,15.72,3,Standard,1278.12,29.16376088,36,Yes,20.89293594,10000,High_spent_Small_value_payments,281.3981089,1
26,Musician,44820.08,3898.006667,7,5,15,1,Student Loan,24,9,11.39,4,Standard,361.47,24.70729037,21,NM,21.58133108,90.54364807,High_spent_Large_value_payments,517.6756875,1
49,Writer,37993.12,3210.093333,1,6,1,4,Mortgage Loan,11,3,5.57,0,Good,537.81,39.01553801,32,No,110.3311455,87.62618397,High_spent_Medium_value_payments,373.0520039,1
22,Scientist,14856.35,1473.029167,4,2,10,1,Home Equity Loan,14,7,5.9,1,Good,1456.25,26.50701164,34,No,6.524757595,86.89626083,High_spent_Small_value_payments,313.8818982,1
33,Accountant,56135.16,4753.93,7,5,17,7,Mortgage Loan,17,13,8.23,7,Standard,2689.93,33.27063726,8,Yes,190.1022742,288.8174372,!@9#%8,266.4732886,0
39,Mechanic,32749.15,2601.095833,0,2,3,4,Mortgage Loan,0,,6.46,3,Good,98.55,28.30040417,26,No,105.362019,27.78192785,High_spent_Large_value_payments,366.9656365,1
21,_______,53672.94,4589.745,9,5,27,6,Credit-Builder Loan,28,20,9.72,10,Poor,1496.84,32.00203919,14,NM,220.7657778,88.39128003,High_spent_Medium_value_payments,399.8174422,0
34,Media_Manager,35292.24,2715.02,3,3,8,2,Credit-Builder Loan,16,7,7.35,2,Standard,996.99,30.03631239,21,No,51.65026795,216.1093817,Low_spent_Large_value_payments,273.7423504,1
21,Doctor,7080.7,358.0583333,9,9,20,8,Mortgage Loan,24,24,24.58,8,Poor,3011.81,24.85673961,8,NM,35.01531113,10.91353153,High_spent_Small_value_payments,249.8769907,0
38,Teacher,37062.36,3211.53,8,8,31,6,Student Loan,27,11,11.1,6,Poor,2277.28,33.54107289,11,Yes,165.7861053,152.6671232,High_spent_Small_value_payments,262.6997716,0
35,Manager,18550.4,1660.866667,3,4,34,2,Credit-Builder Loan,17,10,15.08,5,Poor,1368.63,24.52661068,12,Yes,28.83079989,10000,High_spent_Large_value_payments,337.2019532,0
53,Doctor,10777.43,741.1191667,5,4,17,2,Mortgage Loan,27,7,1.59,1,Standard,569.95,35.84757304,24,Yes,10.3516523,59.33327334,Low_spent_Small_value_payments,294.426991,1
31,Scientist,72079.52,6148.626667,9,7,24,5,Mortgage Loan,52,21,9.33,10,Poor,1605.65,28.9028581,14,Yes,274.9723699,216.9316233,High_spent_Medium_value_payments,372.9586735,0
45,Teacher,56200.53,4544.3775,10,8,31,7,Mortgage Loan,35,25,18.22,7,Poor,4968.17,23.90050648,2,NM,257.1125833,440.7513468,Low_spent_Small_value_payments,46.57381983,0
50,Entrepreneur,97976.08,8136.673333,8,6,12,2,Mortgage Loan,18,8,6.03,4,Poor,1113.49,40.47406146,35,Yes,115.0873251,380.735984,Low_spent_Medium_value_payments,597.8440242,1
23,Doctor,39126.01,3413.500833,3,6,11,4,Credit-Builder Loan,5,5,3.73,1,Good,208.02,25.7851993,33,NM,71.19870448,330.8615101,Low_spent_Medium_value_payments,219.2898688,1
18,Media_Manager,56990.6,4865.216667,7,7,21,9,Mortgage Loan,23,21,5.88,11,Poor,2124.28,36.59888829,16,Yes,305.7243026,64.15690914,High_spent_Medium_value_payments,366.6404549,0
43,_______,32464.1,2668.341667,4,3,10,1,Home Equity Loan,10,10,4.82,1,Standard,681.09,30.88491777,32,No,19.18656123,98.45896972,High_spent_Medium_value_payments,399.1886357,1
26,_______,135550.88,11547.90667,3,3,9,3,Credit-Builder Loan,11,13,4.52,3,Good,716.21,40.30384747,30,No,203.494906,299.1605645,Low_spent_Large_value_payments,922.1351962,1
47,Media_Manager,22723.19,1679.599167,5,7,6,4,Credit-Builder Loan,23,13,9.47,1,Standard,379.73,38.80316849,29,No,51.94701371,13.4964823,High_spent_Large_value_payments,342.5164207,1
37,Musician,8461.285,699.1070833,9,9,20,5,Student Loan,28,25,9.37,7,Poor,3822.75,38.77958479,6,Yes,34.02785836,36.39915886,Low_spent_Medium_value_payments,279.4836911,0
15,Musician,73338.12,6373.51,3,4,12,7,Student Loan,6,10,9.92,5,Standard,2449.13,31.18414747,24,Yes,395.3348081,392.7470589,High_spent_Small_value_payments,109.2691329,1
28,Doctor,19823.565,1782.96375,1,3,6,3,Debt Consolidation Loan,14,14,1,4,Poor,1408.66,24.2219065,33,No,35.57630964,122.6984549,Low_spent_Medium_value_payments,300.0216104,1
40,Lawyer,16259.845,1398.987083,3,7,6,4,Student Loan,0,15,1.6,0,Good,1118.03,28.52674762,35,No,36.08426906,65.23683415,Low_spent_Small_value_payments,328.5776051,1
37,Media_Manager,43133.85,3432.4875,10,10,31,7,Auto Loan,43,24,6.41,9,Poor,2504.1,29.53953308,12,NM,151.287255,44.70806743,High_spent_Large_value_payments,387.2534276,0
36,Developer,116268.16,9677.013333,4,5,9,1,Home Equity Loan,18,7,11.48,2,Poor,681.5,40.45818464,29,Yes,74.63229824,696.9368557,Low_spent_Large_value_payments,466.1321794,1
15,Manager,76801.36,6387.113333,8,7,13,6,Mortgage Loan,32,16,12.38,5,Standard,1172.94,35.62219107,14,Yes,260.8469738,193.8684022,High_spent_Small_value_payments,443.9959574,1
30,Accountant,21663.61,1656.300833,4,5,8,2,Mortgage Loan,12,10,7.64,4,Good,549.88,25.64370419,35,No,32.71616123,48.03193845,Low_spent_Medium_value_payments,364.8819837,1
31,Lawyer,18146.26,1442.188333,7,7,23,5,Mortgage Loan,29,13,15.25,11,Poor,1708.57,32.05758664,20,NM,66.1580376,72.27670192,Low_spent_Large_value_payments,275.7840938,0
18,Accountant,15444.65,1195.054167,7,10,26,6,Student Loan,27,22,8.31,12,Poor,1876.55,29.04983532,18,Yes,63.78224986,54.0500543,Low_spent_Small_value_payments,291.6731125,0
44,Manager,32766.46,2499.538333,3,6,9,3,Mortgage Loan,27,10,10.1,8,Standard,521.1,35.65183447,24,Yes,54.05561885,70.6244236,High_spent_Medium_value_payments,375.2737909,1
35,Mechanic,8705.96,897.4966667,3,7,,3,Student Loan,31,15,19.19,7,Standard,2594.78,30.325948,17,Yes,16.44695382,53.04674342,Low_spent_Small_value_payments,310.2559694,0
35,Manager,9695.47,1066.955833,5,3,20,2,Home Equity Loan,15,13,11.86,4,Standard,463.03,33.47274955,36,No,8.394122073,94.140958,Low_spent_Small_value_payments,294.1605033,1
44,Scientist,31604.58,2378.715,1,2,10,4,Student Loan,9,6,2.86,0,Poor,946.91,33.23193989,24,No,65.50581843,131.183602,Low_spent_Medium_value_payments,321.1820795,1
40,Developer,34751.53,3121.960833,4,4,8,3,Student Loan,10,10,8.56,2,Poor,421.45,28.10675647,28,No,74.53653938,47.789612,High_spent_Large_value_payments,429.869932,1
44,Musician,15589.34,1005.111667,8,8,33,8,Mortgage Loan,41,25,4.03,7,Poor,2917.05,38.79416204,8,Yes,91.5718295,105.2479918,Low_spent_Small_value_payments,193.6913453,0
41,Doctor,32829.62,2945.801667,5,7,,3,Mortgage Loan,7,0,11.7,2,Good,823.88,25.63007738,30,No,74.62833527,208.9305174,Low_spent_Small_value_payments,301.021314,1
36,_______,28638.97,2592.580833,7,6,6,3,Mortgage Loan,9,8,1.34,0,Standard,149.92,37.12730253,36,No,68.88831043,80.48532724,Low_spent_Large_value_payments,379.8844457,1
52,Scientist,27172.31,2203.359167,6,5,19,1,Personal Loan,28,12,10.62,0,Standard,1235.92,37.01613065,16,No,13.13957888,53.42026509,High_spent_Small_value_payments,413.7760727,1
28,_______,18285.06,1238.755,5,4,22,4,Mortgage Loan,22,13,14.25,11,Standard,2541.81,33.65316237,14,Yes,39.72156877,91.76339193,Low_spent_Small_value_payments,282.3905393,0
19,Media_Manager,60759.54,5031.295,5,4,7,4,Auto Loan,10,,7.76,2,Standard,128.17,34.48699339,30,No,155.525521,343.6400904,Low_spent_Small_value_payments,293.9638886,1
45,Manager,8770.725,851.89375,5,5,7,4,Credit-Builder Loan,19,13,8.77,6,Standard,1609.69,24.74407539,20,Yes,23.11902747,61.5966558,Low_spent_Small_value_payments,290.4736917,1
55,Scientist,71716.56,5694.38,3,6,5,4,Student Loan,22,10,2.3,3,Good,930.3,35.66765799,36,No,234.2817046,526.2007977,Low_spent_Medium_value_payments,88.95549776,1
46,Media_Manager,138613.48,11706.12333,7,5,10,3,Personal Loan,24,20,2.49,4,Standard,768.69,39.1843683,20,No,182.1762394,148.7232335,High_spent_Large_value_payments,1079.71286,1
,Musician,18670.98,1553.915,5,5,14,4,Debt Consolidation Loan,25,17,15.92,7,Standard,1397.21,29.85387579,14,Yes,32.44445435,94.77196435,Low_spent_Small_value_payments,318.1750813,1
37,Architect,34215.86,2859.321667,8,9,26,5,Student Loan,57,21,5.4,6,Poor,2582.6,40.05323994,16,Yes,96.7728048,204.6745357,Low_spent_Medium_value_payments,264.4848262,0
25,Journalist,16066.29,1154.8575,6,5,8,2,Mortgage Loan,29,17,5.66,1,Good,78.69,26.3692506,32,No,23.32325869,74.43207527,Low_spent_Small_value_payments,307.730416,1
21,Media_Manager,8590.155,979.84625,6,5,30,7,Student Loan,37,12,7.79,9,Standard,2622.84,25.27225966,12,NM,30.88666908,32.20438548,Low_spent_Large_value_payments,304.8935704,0
37,Developer,18746.95,1467.245833,4,3,3,1,Student Loan,7,11,11.32,0,Good,1403.55,30.13495947,29,No,16994,67.51803075,High_spent_Small_value_payments,323.641388,1
41,Musician,8938.07,678.8391667,6,9,34,7,Mortgage Loan,59,26,20.81,11,Poor,4343.23,25.38810725,5,Yes,33.67769685,82.59825688,Low_spent_Small_value_payments,241.6079629,0
22,Architect,97266.3,8278.525,3,5,7,4,Mortgage Loan,1,3,9.88,2,Good,274.98,28.8949532,33,No,201.4880335,315.3610174,Low_spent_Large_value_payments,581.0034491,1
40,Journalist,34945.16,3043.096667,7,6,21,5,Mortgage Loan,20,16,13.45,12,Standard,2077.81,37.45408553,17,Yes,140.1209697,88.57389889,High_spent_Medium_value_payments,325.6147981,0
14,Entrepreneur,34800.24,3140.02,9,8,24,8,Mortgage Loan,47,28,25.25,8,Poor,3645.73,31.858879,7,Yes,216.1096598,76.37029671,High_spent_Large_value_payments,261.5220434,0
49,Journalist,71825.98,6078.498333,4,4,9,3,Credit-Builder Loan,1,10,11.97,2,Poor,153.08,38.4778904,18,No,168.5077974,352.6424258,Low_spent_Small_value_payments,376.6996102,1
30,Doctor,41290.29,3601.8575,4,5,8,4,Auto Loan,3,2,7.64,3,Good,43.99,26.31499358,21,No,85.64437208,144.0323019,High_spent_Medium_value_payments,380.5090761,1
38,_______,42960.39,3363.0325,2,5,9,3,Mortgage Loan,13,3,2.18,1,Good,379.94,33.34581709,37,NM,58.19248942,31.88756886,High_spent_Large_value_payments,486.2231917,1
40,Architect,19070.62,1303.218333,7,5,27,8,Auto Loan,38,23,2.1,11,Poor,2279,24.53825297,15,NM,111.4705372,70.36176837,High_spent_Small_value_payments,208.4895277,0
28,Lawyer,35223.94,2849.328333,7,4,17,3,Debt Consolidation Loan,23,13,18.56,8,Standard,1269.36,28.07354172,24,Yes,61.91473592,55.17646331,High_spent_Medium_value_payments,417.8416341,1
55,Musician,89384.91,7658.7425,1,3,10,3,Student Loan,14,5,9.54,1,Good,1041.11,29.40663209,34,No,118.5349504,63.69269402,High_spent_Large_value_payments,823.6466056,1
48,Accountant,88027.62,7229.635,0,3,3,3,Student Loan,8,3,8.94,0,Good,264.38,27.3388248,18,No,157.2738526,273.6968418,High_spent_Medium_value_payments,541.9928056,1
39,Mechanic,70045.84,6018.153333,4,6,6,2,Mortgage Loan,0,5,11.75,2,Poor,1438.66,39.93131831,18,No,102.3128101,10000,High_spent_Medium_value_payments,640.9106254,0
53,Scientist,34279.21,2741.600833,5,2,11,3,Student Loan,14,10,4.83,0,Good,1133.21,30.16772268,40,No,64.81128191,316.9558531,Low_spent_Small_value_payments,182.3929484,1
17,Writer,14433.94,1113.828333,9,5,34,9,Student Loan,23,18,35.84,6,Poor,3155.47,38.70268476,14,Yes,81.00111264,50.20296444,Low_spent_Large_value_payments,250.1787563,0
